股票代码,股票简称,现价(元),涨跌幅(%),所属同花顺行业,所属概念,动态市盈率2018.12.13,所属概念数量(个),a股流通市值 (元)2018.12.13,dde大单净额(元)2018.12.13,小单净额(元)2018.12.13,中单净额(元)2018.12.13,特大单净额(元)2018.12.13,小单买入金额(元)2018.12.13,小单卖出金额(元)2018.12.13,中单买入金额(元)2018.12.13,中单卖出金额(元)2018.12.13,dde大单买入金额(元)2018.12.13,dde大单卖出金额(元)2018.12.13,特大单买入金额(元)2018.12.13,特大单卖出金额(元)2018.12.13,特大单净比(%)2018.12.13
600497.SH,驰宏锌锗,4.24,0.00,有色金属-有色冶炼加工-铅锌,新材料概念;稀缺资源;锗涨价;MSCI潜力股;锌电池;稀有金属;涉矿;融资融券;锌;沪股通;转融券标的;金属锑;云南国资改革;地方国资改革;小金属概念;股权转让,19.35,16.,18273968308.64,-20855596.80,7600276.90,13255320.00,-11552186.00,20774389.90,13174113.10,36089983.00,22834663.00,43468617.20,64324214.00,18178261.00,29730447.00,-11.51
600531.SH,豫光金铅,3.91,0.00,有色金属-有色冶炼加工-铅锌,涉矿;铅;稀缺资源;固废处理;再生金属;白银;沪股通;地方国资改革;小金属概念;黄金概念,102.16,10.,4262848698.94,1170525.00,677921.70,-1848446.70,0.00,7029578.90,6351657.20,10007348.30,11855795.00,4431081.00,3260556.00,0.00,0.00,0.00
600961.SH,株冶集团,7.75,0.65,有色金属-有色冶炼加工-铅锌,循环经济;铟;OLED;锌;铅;锌电池;稀有金属;央企国资改革;小金属概念,-1.95,9.,4087798833.50,466756.00,-376044.40,-90711.60,0.00,1714053.87,2090098.27,3289493.40,3380205.00,1967794.00,1501038.00,0.00,0.00,0.00
601020.SH,华钰矿业,9.26,0.54,有色金属-有色冶炼加工-铅锌,涉矿;金属锑;沪股通;锌;小金属概念,19.41,5.,2631516430.40,-23624.00,213973.00,-190349.00,0.00,22886942.10,22672969.10,18472762.00,18663111.00,1617354.00,1640978.00,0.00,0.00,0.00
601168.SH,西部矿业,6.09,1.16,有色金属-有色冶炼加工-铅锌,铜;MSCI潜力股;再生金属;锌电池;铜冶炼;稀有金属;涉矿;融资融券;沪股通;锌;转融券标的;金属镍;地方国资改革;铁矿石;小金属概念;特钢概念;黄金概念,16.01,17.,14512470000.00,2077798.30,-9834063.00,7756264.80,775052.80,21648270.70,31482333.80,35787014.00,28030749.20,18845478.50,16767680.20,3071801.80,2296749.00,1.02
000612.SZ,焦作万方,4.29,2.39,有色金属-有色冶炼加工-铝,天然气;稀缺资源;中原经济区;油气开采;深股通;贸易战影响股;有色铝,-26.76,7.,5102750165.37,908662.73,-2338574.10,1429911.40,0.00,10121201.00,12459775.13,7884521.90,6454610.50,1508262.73,599600.00,0.00,0.00,0.00
000807.SZ,云铝股份,4.15,1.22,有色金属-有色冶炼加工-铝,稀缺资源;电力改革;涉矿;通信基站;融资融券;深股通;新能源汽车;炭素;转融券标的;贸易战影响股;氧化铝;云南国资改革;地方国资改革;有色铝;股权转让,73.42,15.,10082967973.55,-2711621.30,-486900.00,3198522.00,-383956.80,27114732.50,27601633.20,51058583.00,47860061.00,50154224.70,52865846.00,21971388.20,22355345.00,-0.30
000933.SZ,神火股份,4.24,1.44,有色金属-有色冶炼加工-铝,稀缺煤;涉矿;动力煤;中原经济区;深股通;贸易战影响股;有色铝;地方国资改革;融资融券;转融券标的,20.72,10.,8057987076.00,3133215.70,-7698023.00,4564807.00,-622012.30,21639286.80,29337309.50,47921082.00,43356275.00,45184781.80,42051566.10,15985912.80,16607925.10,-0.54
002160.SZ,常铝股份,4.04,0.00,有色金属-有色冶炼加工-铝,铝材加工;医疗器械概念;特斯拉;有色铝,80.85,4.,2432239208.32,712468.00,-614241.50,-98226.50,0.00,6499012.40,7113253.90,6813920.00,6912146.50,2183784.00,1471316.00,0.00,0.00,0.00
002379.SZ,宏创控股,3.00,0.00,有色金属-有色冶炼加工-铝,股权转让;铝材加工;有色铝,250.71,3.,2778018609.00,-1348052.00,958067.00,389985.00,-1607400.00,2885677.00,1927610.00,4715919.00,4325934.00,2600478.00,3948530.00,900000.00,2507400.00,-15.76
002501.SZ,利源精制,3.27,2.83,有色金属-有色冶炼加工-铝,高铁;特斯拉;融资融券;深股通;转融券标的;军工;轨道交通;高端装备;有色铝,-3.13,9.,3274263210.18,10173359.10,-3258132.30,-6915226.80,8942324.00,8311540.10,11569672.40,17392036.50,24307263.30,29448750.00,19275390.90,15917945.00,6975621.00,16.21
002540.SZ,亚太科技,4.81,0.42,有色金属-有色冶炼加工-铝,特斯拉;海水淡化;3D打印;铝材加工;深股通;新能源汽车;有色铝,15.83,7.,4304927696.03,-1442748.00,2464896.10,-1022148.12,0.00,7826051.60,5361155.48,2504198.48,3526346.60,0.00,1442748.00,0.00,0.00,0.00
002578.SZ,闽发铝业,3.39,0.59,有色金属-有色冶炼加工-铝,小额贷款;海峡西岸;有色铝,110.78,3.,1910020920.00,-511551.00,-628179.00,1139730.00,0.00,2677387.00,3305566.00,4944418.00,3804688.00,767496.00,1279047.00,0.00,0.00,0.00
002806.SZ,华锋股份,18.83,-0.58,有色金属-有色冶炼加工-铝,铝材加工;铝电解电容;新能源整车;新能源汽车;有色铝,107.60,5.,1086333298.75,-2825060.60,2857279.00,-32218.70,-1128395.60,26392748.90,23535469.60,15275022.70,15307241.40,1680955.00,4506015.60,0.00,1128395.60,-2.60
002824.SZ,和胜股份,10.04,0.50,有色金属-有色冶炼加工-铝,新能源汽车;有色铝,53.25,2.,742493692.20,1026782.00,-538361.00,-488421.00,0.00,3571804.50,4110165.50,2402919.00,2891340.00,1928598.00,901816.00,0.00,0.00,0.00
300328.SZ,宜安科技,6.65,-0.45,有色金属-有色冶炼加工-铝,轻型合金;WIN升级;股权转让;新能源汽车;新材料概念;液态金属;5G;国资驰援;特斯拉;地方国资改革;湖南国资改革,44.90,11.,2728377960.00,-2320055.40,-208084.40,2528139.80,0.00,12032847.00,12240931.40,11082989.00,8554849.20,1074774.60,3394830.00,0.00,0.00,0.00
300337.SZ,银邦股份,3.81,0.53,有色金属-有色冶炼加工-铝,海工装备;新材料概念;深股通;军工;3D打印;股权转让;国产航母;有色铝,109.55,8.,2669665388.37,3830096.30,647087.90,-4477184.20,627038.00,13094662.50,12447574.60,13646310.00,18123494.20,7603476.93,3773380.63,2527038.00,1900000.00,1.83
600219.SH,南山铝业,2.25,0.00,有色金属-有色冶炼加工-铝,物流电商平台;MSCI潜力股;涉矿;低碳;一带一路;轻型合金;参股保险;融资融券;铝材加工;锂电池;大飞机;航空航天;转融券标的;氧化铝;高铁;地方国资改革;通用航空;供应链金融;证金持股;有色铝,14.44,20.,22021513935.75,-33566348.70,13557374.80,20008974.00,-38679053.00,26210905.90,12653531.20,56201476.00,36192502.00,94669552.90,128235901.60,54356310.00,93035363.00,-21.84
600595.SH,中孚实业,2.14,1.42,有色金属-有色冶炼加工-铝,中原经济区;国际板;融资融券;炭素;转融券标的;超导;有色铝,-7.54,7.,3726896462.42,1688241.60,-842821.60,-845420.00,-494982.00,1526459.20,2369280.80,3676471.20,4521891.20,4026200.60,2337959.00,497336.00,992318.00,-5.36
600673.SH,东阳光科,7.66,-0.52,有色金属-有色冶炼加工-铝,生物医药;达菲;胰岛素;铝材加工;融资融券;沪股通;转融券标的;有色铝;铝电解电容;锂电池;新材料概念,20.66,11.,18835375128.62,-7425780.30,10695364.00,-3269584.00,-9325374.00,28624998.30,17929634.00,30396028.00,33665612.00,18014939.70,25440720.00,0.00,9325374.00,-12.11
600768.SH,宁波富邦,10.19,0.59,有色金属-有色冶炼加工-铝,舟山自贸区;舟山新区;铝材加工;紫光系;有色铝,-142.06,5.,1362883968.00,-628843.00,-33280.00,662123.00,0.00,2036450.00,2069730.00,1953881.00,1291758.00,715961.00,1344804.00,0.00,0.00,0.00
600888.SH,新疆众和,4.47,0.68,有色金属-有色冶炼加工-铝,一带一路;新疆振兴;国开行;铝材加工;炭素;金属镁;稀缺资源;有色铝;氧化铝,19.43,9.,3726163543.98,-2394296.80,2110214.60,284082.20,-2524508.20,9506238.60,7396024.00,8800081.70,8515999.50,2353508.00,4747804.80,0.00,2524508.20,-12.22
601388.SH,怡球资源,2.08,0.97,有色金属-有色冶炼加工-铝,危废处理;节能环保;固废处理;废品回收;再生金属;融资融券;转融券标的;有色铝,40.46,8.,4212832000.00,3336130.80,-686411.50,-2649719.30,5034965.00,2987569.80,3673981.30,7072838.40,9722557.70,8588927.80,5252797.00,6037494.80,1002529.80,27.00
601600.SH,中国铝业,3.65,1.67,有色金属-有色冶炼加工-铝,铝材加工;再生金属;稀土整合;央企控股;稀有金属;融资融券;沪股通;转融券标的;贸易战影响股;炭素;并购重组;央企国资改革;氧化铝;小金属概念;债转股;证金持股;稀土永磁;中字头股票;有色铝,27.27,19.,40003387778.20,23385484.60,-4324729.00,-19060755.00,16101516.90,35437695.60,39762425.20,44668901.00,63729656.00,79879453.00,56493968.40,41430529.00,25329012.10,10.06
601677.SH,明泰铝业,9.50,0.64,有色金属-有色冶炼加工-铝,铝材加工;轨道交通;有色铝,10.68,3.,5458903442.50,-102909.00,411343.00,-308434.00,0.00,8424250.80,8012907.80,2893211.00,3201645.00,355875.00,458784.00,0.00,0.00,0.00
603876.SH,鼎胜新材,17.45,0.58,有色金属-有色冶炼加工-铝,新股与次新股;锂电池;宁德时代概念,31.47,3.,1134250000.00,-781902.38,407092.00,374811.00,0.00,24766830.50,24359739.12,22125283.10,21750472.10,5021541.62,5803444.00,0.00,0.00,0.00
000506.SZ,中润资源,3.62,-0.82,有色金属-有色冶炼加工-黄金,涉矿;股权转让;手机游戏,283.68,3.,3361788878.82,-17846438.00,6569066.00,11277372.00,-18136327.00,24373241.20,17804175.20,49138771.00,37861399.00,47123848.00,64970286.00,19925355.00,38061682.00,-15.03
002155.SZ,湖南黄金,7.31,-1.22,有色金属-有色冶炼加工-黄金,稀有金属;节能环保;涉矿;钨;金属锑;深股通;人民币贬值受益;湖南国资改革;地方国资改革;小金属概念;黄金概念;证金持股,36.77,12.,8786091158.05,-15209495.50,15218714.00,-9219.00,-18265274.80,54702826.00,39484111.50,47867685.00,47876904.00,35040594.10,50250089.60,3978265.20,22243540.00,-13.27
002237.SZ,恒邦股份,8.40,-0.59,有色金属-有色冶炼加工-黄金,融资融券;白银;稀缺资源;金属锑;深股通;转融券标的;人民币贬值受益;小金属概念;黄金概念;证金持股,19.55,10.,7154070000.00,-16609201.70,8151503.00,8457699.00,-14767572.30,33788313.10,25636810.40,40538953.00,32081254.00,34695283.30,51304485.00,13645412.70,28412985.00,-13.55
600311.SH,荣华实业,3.94,-0.25,有色金属-有色冶炼加工-黄金,兰新白试验区;淀粉;白银;小金属概念;黄金概念;壳资源,-34.76,6.,2622464000.00,-5245987.60,2304774.00,2941214.00,-5065858.00,47631019.80,45326246.20,58349287.00,55408073.00,23695821.20,28941808.80,3540000.00,8605858.00,-3.91
600385.SH,山东金泰,10.41,-0.67,有色金属-有色冶炼加工-黄金,生物医药;云服务;黄光裕概念;小金属概念;黄金概念;壳资源;大数据;紫光系,-156.15,8.,1486275403.74,0.00,1035590.90,-1035590.96,0.00,3719317.71,2683726.75,1185763.00,2221353.96,0.00,0.00,0.00,0.00,0.00
600489.SH,中金黄金,8.43,-0.59,有色金属-有色冶炼加工-黄金,稀缺资源;涉矿;MSCI概念;央企控股;融资融券;白银;沪股通;转融券标的;央企国资改革;黄金概念;小金属概念;证金持股;人民币贬值受益;并购重组,113.78,14.,29093086503.27,-19649092.90,14126798.00,5522295.00,-8274435.90,70084438.00,55957640.10,78902908.00,73380613.00,69198371.10,88847464.00,14379363.10,22653799.00,-3.79
600547.SH,山东黄金,29.50,-0.77,有色金属-有色冶炼加工-黄金,MSCI概念;稀缺资源;融资融券;白银;沪股通;转融券标的;国改双百行动;地方国资改革;小金属概念;黄金概念;山东国资改革;证金持股;人民币贬值受益,63.61,13.,42819270827.00,-4666349.00,11795932.00,-7129583.00,-11983482.00,117647647.00,105851715.00,205816222.00,212945805.00,145791005.00,150457354.00,34382464.00,46365946.00,-2.55
600687.SH,刚泰控股,4.99,2.89,有色金属-有色冶炼加工-黄金,MSCI潜力股;奢侈品;上海自贸区;沪股通;影视娱乐;文化传媒;商品新零售;新零售;小金属概念;黄金概念,118.97,10.,5381911750.71,7110314.00,-1282913.00,-5827401.00,-1976576.00,98611105.00,99894018.00,104574321.00,110401722.00,50978335.00,43868021.00,7508353.00,9484929.00,-0.78
600766.SH,园城黄金,8.36,-0.36,有色金属-有色冶炼加工-黄金,涉矿;股权转让;小金属概念;黄金概念;壳资源,2194.28,5.,1872072121.92,-880351.40,11937841.00,-11057490.00,-3224432.10,70991239.10,59053397.70,53265818.00,64323308.00,16921670.70,17802022.10,0.00,3224432.10,-2.28
600988.SH,赤峰黄金,4.49,0.00,有色金属-有色冶炼加工-黄金,固废处理;沪锡;稀缺资源;白银;沪股通;人民币贬值受益;小金属概念;黄金概念,56.71,8.,6404452917.04,-11902374.00,8218088.00,3684286.00,-7504806.00,35666482.00,27448394.00,44464207.00,40779921.00,22123068.00,34025442.00,3369793.00,10874599.00,-7.34
601069.SH,西部黄金,15.51,0.19,有色金属-有色冶炼加工-黄金,沪股通;人民币贬值受益;国改双百行动;地方国资改革;小金属概念;黄金概念;机构重仓,-222.81,7.,9864360000.00,-15617678.00,17333231.00,-1715553.00,-3313015.00,65996997.00,48663766.00,50057987.00,51773540.00,13610130.00,29227808.00,3832704.00,7145719.00,-2.56
601899.SH,紫金矿业,3.43,0.00,有色金属-有色冶炼加工-黄金,稀缺资源;MSCI概念;铜冶炼;稀有金属;融资融券;沪股通;铜;锌;转融券标的;一带一路;钴;人民币贬值受益;中非合作;地方国资改革;小金属概念;黄金概念;证金持股,17.67,17.,57883739620.91,-15029566.00,9627817.00,5401749.00,-25345535.00,65883549.00,56255732.00,96184653.00,90782904.00,151789802.00,166819368.00,87639016.00,112984551.00,-8.08
000633.SZ,合金投资,4.46,0.00,有色金属-新材料-金属新材料Ⅲ,新材料概念;健康中国;涉矿;民营医院;股权转让;壳资源,-139.25,6.,1717574423.58,-936723.56,1037614.90,-100891.30,0.00,8616443.20,7578828.34,9233660.70,9334552.00,1462146.00,2398869.56,0.00,0.00,0.00
000962.SZ,东方钽业,6.91,-0.15,有色金属-新材料-金属新材料Ⅲ,碳化硅;新材料概念;稀缺资源;轻型合金;智能玻璃;氢燃料电池;超级电容;铌;锂电池;钛;稀有金属;超导;央企国资改革;小金属概念;证金持股,690.05,15.,3046142624.60,-1520872.02,1719712.00,-198840.70,0.00,16599318.47,14879605.75,15840268.60,16039109.30,1031705.55,2552577.57,0.00,0.00,0.00
000969.SZ,安泰科技,4.97,-0.40,有色金属-新材料-金属新材料Ⅲ,低碳;央企控股;稀土永磁;蓝宝石;分布式发电;液态金属;新材料概念;特斯拉;融资融券;钨;深股通;转融券标的;钼;核电;碳纤维;无线充电;央企国资改革;小金属概念;3D打印;证金持股;氢燃料电池,-47.55,21.,4497372542.04,185750.00,2418594.10,-2604344.10,0.00,11165631.00,8747036.90,6717152.00,9321496.10,2078044.00,1892294.00,0.00,0.00,0.00
002149.SZ,西部材料,5.89,0.68,有色金属-新材料-金属新材料Ⅲ,轻型合金;4D打印;核电;超导;钨;钛;稀有金属;地方国资改革;小金属概念,50.53,9.,2505248323.86,3215770.30,201639.00,-3417409.80,-592998.90,14213574.10,14011934.60,13587822.20,17005232.00,8943076.40,5727306.10,1955521.00,2548519.90,-1.61
002182.SZ,云海金属,6.99,1.45,有色金属-新材料-金属新材料Ⅲ,液态金属;3D打印;稀有金属;柔性电子;新材料概念;轻型合金;金属镁;富士康概念;有色铝;小金属概念;股权转让,13.68,11.,3152093729.91,1721126.00,1898769.00,-3619895.40,-166525.00,27508144.10,25609374.70,17972602.30,21592497.70,8590662.00,6869536.00,700000.00,866525.00,-0.31
002340.SZ,格林美,4.17,0.24,有色金属-新材料-金属新材料Ⅲ,MSCI潜力股;土壤修复;电子商务;循环经济;新能源物流车;低碳;再生金属;重金属治理;参股新三板;废品回收;融资融券;深股通;转融券标的;稀缺资源;光伏概念;危废处理;大数据;新能源汽车;污水处理;钴;金属镍;锂电池;正极材料;互联网+;小金属概念;宁德时代概念;证金持股;特斯拉;固废处理;节能环保;石墨烯;动力电池回收,25.08,32.,15777713009.91,-8988702.70,4101569.00,4887134.00,-640901.70,42998959.60,38897390.90,55764384.00,50877250.00,61788869.40,70777572.10,31735046.40,32375948.10,-0.40
300428.SZ,四通新材,12.35,-2.37,有色金属-新材料-金属新材料Ⅲ,新材料概念;雄安新区;汽车制造概念;军工,46.42,4.,1704907620.00,-4621784.00,3302307.00,1319477.60,-5520660.00,51393875.60,48091569.20,33520140.20,32200662.60,9759259.00,14381043.00,1171648.00,6692308.00,-5.83
600114.SH,东睦股份,6.78,1.04,有色金属-新材料-金属新材料Ⅲ,国际板;3D打印;股权转让;沪股通;特斯拉,13.19,5.,4301221972.38,660266.80,-1750355.00,1090088.20,0.00,7665963.60,9416318.60,12012473.70,10922385.50,2042309.60,1382042.80,0.00,0.00,0.00
600614.SH,鹏起科技,3.65,0.00,有色金属-新材料-金属新材料Ⅲ,浦东新区;小额贷款;钒电池;金改;卫星导航;涉矿;融资融券;沪股通;钛;转融券标的;股权转让;稀土永磁;小金属概念;军工,30.02,14.,5443843979.60,-1986509.00,23746.00,1962763.00,-1501435.00,14797652.40,14773906.40,22664831.20,20702068.20,12142870.00,14129379.00,0.00,1501435.00,-3.03
600615.SH,丰华股份,9.81,0.93,有色金属-新材料-金属新材料Ⅲ,北京环球影城,83.76,1.,1840596423.48,635351.00,-1064243.00,428892.00,0.00,3314654.00,4378897.00,2186955.00,1758063.00,951215.00,315864.00,0.00,0.00,0.00
603045.SH,福达合金,29.30,-1.11,有色金属-新材料-金属新材料Ⅲ,新股与次新股;高送转预期,58.16,2.,720194000.00,-1293420.00,4048568.00,-2755148.20,0.00,29742855.70,25694287.50,21130611.50,23885759.70,375680.00,1669100.00,0.00,0.00,0.00
603978.SH,深圳新星,21.48,1.04,有色金属-新材料-金属新材料Ⅲ,军工;新材料概念;萤石;国资驰援;中科系;有色铝,31.42,6.,1635093686.40,-256409.00,1524861.00,-1268452.00,0.00,13732309.00,12207448.00,6361046.00,7629498.00,367821.00,624230.00,0.00,0.00,0.00
002130.SZ,沃尔核材,3.62,1.12,有色金属-新材料-非金属新材料,人造太阳;新材料概念;新能源;融资融券;深股通;转融券标的;军工;大飞机;互联网+;核电;风电;互联网金融,23.93,12.,3425017225.10,-225355.10,-487052.00,712407.10,0.00,6654540.40,7141592.40,11335910.00,10623502.90,3749637.00,3974992.10,0.00,0.00,0.00
002529.SZ,海源复材,7.66,0.92,有色金属-新材料-非金属新材料,3D打印;福建基建;新能源汽车;宁德时代概念;碳纤维,241.71,5.,1532000000.00,1113397.73,-1952723.40,839326.10,674056.00,13386805.60,15339529.43,10546696.20,9707370.10,2643457.73,1530060.00,674056.00,0.00,2.54
300285.SZ,国瓷材料,17.42,3.08,有色金属-新材料-非金属新材料,陶瓷电容;蓝宝石;3D打印;碳纳米管;陶瓷产品;深股通;尾气治理;新材料概念;白马股,21.24,9.,7098432790.02,-6515434.80,17767020.00,-11251585.40,-5741977.60,55197501.30,37430481.10,18157426.50,29409011.90,7952929.30,14468364.10,5028920.30,10770897.90,-7.06
300395.SZ,菲利华,15.55,-1.52,有色金属-新材料-非金属新材料,航天军工;OLED;军民融合;蓝宝石;光纤光缆;OLED材料;5G,29.95,7.,4163819161.55,-2522665.40,2474392.00,48273.40,0.00,26749252.00,24274860.00,14341863.70,14293590.30,1826887.00,4349552.40,0.00,0.00,0.00
300489.SZ,中飞股份,12.62,0.96,有色金属-新材料-非金属新材料,新材料概念;核电;有色铝;军工,941.88,4.,902665225.06,9756.00,-229300.30,219544.30,-631000.00,5462662.60,5691962.90,4229645.60,4010101.30,894156.00,884400.00,0.00,631000.00,-5.96
